39, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male, 40, United-Kingdom, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female, 40, United-States, <=50K
49, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, 56, United-States, >50K
18, Private, year-11, Never-married, Adm-clerical, Own-child, White, Female, 20, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, 40, Mexico, <=50K
48, Private, year-11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 50, United-States, <=50K
28, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, 70, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Female, 15, United-States, <=50K
21, Private, year-10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 40, United-States, <=50K
17, Private, year-11, Never-married, Sales, Own-child, White, Male, 28, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, 50, United-States, >50K
29, Self-emp-not-inc, Bachelors, Separated, Prof-specialty, Own-child, White, Male, 40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, >50K
24, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male, 50, United-States, <=50K
71, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male, 40, United-States, >50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian, Male, 40, China, >50K
55, Private, year-6, Divorced, Other-service, Unmarried, Black, Male, 25, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 60, United-States, >50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female, 7, United-States, <=50K
38, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female, 40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, 40, United-States, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, 30, United-States, <=50K
49, Private, year-9, Divorced, Machine-op-inspct, Not-in-family, White, Female, 40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Adm-clerical, Other-relative, White, Male, 40, Philippines, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 70, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, 50, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Female, 60, United-States, <=50K
63, Without-pay, Some-college, Married-civ-spouse, Sales, Husband, White, Male, 15, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male, 28, United-States, <=50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, 60, Cuba, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male, 40, United-States, <=50K
29, Private, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Female, 45, United-States, <=50K
48, Local-gov, Some-college, Divorced, Tech-support, Unmarried, Black, Female, 30, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, 40, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, Asian, Female, 40, India, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, 50, United-States, >50K
42, Self-emp-not-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male, 65, United-States, >50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, 40, United-States, <=50K
47, Private, Some-college, Divorced, Sales, Own-child, White, Male, 55, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female, 50, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 45, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male, 40, United-States, <=50K
63, Local-gov, year-8, Married-civ-spouse, Other-service, Husband, White, Male, 55, United-States, <=50K
51, Self-emp-not-inc, year-9, Married-civ-spouse, Craft-repair, Husband, White, Male, 20, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female, 40, United-States, <=50K
27, Private, Assoc-acdm, Married-civ-spouse, Sales, Own-child, Hispanic, Male, 40, Mexico, <=50K
35, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male, 45, United-States, <=50K
46, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female, 38, United-States, <=50K
37, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male, 52, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Male, 15, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male, 10, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, 40, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male, 30, United-States, <=50K
38, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male, 44, United-States, <=50K
53, Self-emp-not-inc, year-10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 60, United-States, <=50K
34, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, 40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, Black, Male, 40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 45, United-States, >50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, Asian, Female, 50, South, <=50K
67, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian, Male, 40, United-States, >50K
81, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, 30, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male, 20, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Male, 25, United-States, <=50K
25, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Male, 40, United-States, <=50K
42, Private, year-6, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 38, Mexico, <=50K
38, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, 5, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 40, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, 60, United-States, >50K
22, Private, Some-college, Never-married, Sales, Not-in-family, White, Female, 42, United-States, <=50K
33, Private, year-4, Married-spouse-absent, Priv-house-serv, Not-in-family, White, Female, 40, Guatemala, <=50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male, 55, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female, 10, United-States, <=50K
51, Local-gov, Preschool, Married-civ-spouse, Other-service, Husband, White, Male, 40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, 40, Mexico, <=50K
37, Private, year-11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 44, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 99, United-States, >50K
47, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, 25, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, 40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 30, United-States, <=50K
31, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, 40, United-States, >50K
31, Private, Assoc-acdm, Divorced, Other-service, Unmarried, Hispanic, Female, 40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 40, United-States, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, >50K
18, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, 45, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 40, United-States, <=50K
54, Local-gov, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female, 35, United-States, <=50K
40, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, 40, United-States, <=50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female, 45, United-States, >50K
43, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male, 35, United-States, <=50K
44, Self-emp-not-inc, Some-college, Divorced, Farming-fishing, Unmarried, White, Male, 40, United-States, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female, 40, United-States, >50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, 43, United-States, >50K
51, Private, year-8, Widowed, Other-service, Unmarried, Black, Female, 40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female, 20, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, <=50K
41, Private, year-10, Married-civ-spouse, Craft-repair, Husband, White, Male, 30, Mexico, <=50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, 70, United-States, >50K
33, Local-gov, year-10, Divorced, Transport-moving, Not-in-family, White, Male, 40, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, >50K
42, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, 45, United-States, <=50K
32, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female, 38, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, 70, Mexico, <=50K
36, Private, year-10, Divorced, Exec-managerial, Unmarried, White, Female, 40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, 40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female, 20, United-States, <=50K
35, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, 60, United-States, >50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 20, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian, Male, 40, India, >50K
36, State-gov, Assoc-voc, Widowed, Sales, Not-in-family, White, Female, 20, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 35, United-States, >50K
28, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female, 35, United-States, <=50K
67, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Male, 40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
44, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male, 70, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Female, 40, United-States, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female, 40, United-States, <=50K
40, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, 35, United-States, >50K
78, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Female, 40, United-States, <=50K
34, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male, 40, United-States, <=50K
49, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, 44, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female, 40, United-States, <=50K
23, State-gov, HS-grad, Never-married, Sales, Unmarried, Black, Female, 40, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male, 42, United-States, <=50K
45, Local-gov, HS-grad, Widowed, Protective-serv, Not-in-family, White, Male, 40, United-States, >50K
63, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female, 20, United-States, <=50K
41, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female, 35, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, 40, United-States, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male, 40, United-States, <=50K
51, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female, 40, United-States, <=50K
46, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, 40, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 30, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, 50, United-States, >50K
35, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male, 45, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, 55, United-States, >50K
45, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male, 45, United-States, <=50K
48, Federal-gov, Bachelors, Divorced, Exec-managerial, Unmarried, White, Male, 58, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 40, United-States, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 50, United-States, >50K
